request_id,amount_safe_to_pay,affordability_status,recommended_payment_method,payment_plan,earliest_date_for_full_payment,spending_changes_needed,decision_explanation
request_178,2938.1,affordable_with_plan,installments,2024-12-07:1018.54|2025-01-07:1018.54|2025-02-07:1018.54,2024-12-07,none,"Use 3 installments of EUR 1,018.54, starting 7 December 2024. This leaves at least EUR 1,400.00 available."
request_179,6263157.739999987,affordable_later,wait,2025-07-15:41648000,2025-07-15,none,"Pay IDR 41,648,000 in full on 15 July 2025. Paying earlier would take the balance below the IDR 41,430,800 minimum."
request_180,66500.0,affordable_now,full_payment,2026-07-06:66500,2026-07-06,none,"Pay INR 66,500 today. This leaves at least INR 37,300 available over the next 90 days."
request_181,679.3599999999997,not_affordable,not_recommended,none,,none,"Do not proceed with the USD 5,059.20 request. Although USD 679.36 is available today, the full amount cannot be completed safely within 90 days."
request_182,65714.0,affordable_now,full_payment,2025-08-05:65714,2025-08-05,none,"Pay ZAR 65,714 today. This leaves at least ZAR 31,100 available over the next 90 days."
request_183,24430143.79333333,affordable_with_plan,installments,2026-04-10:9313546.67|2026-05-10:9313546.67|2026-06-09:9313546.67,2026-04-15,none,"Use 3 installments of IDR 9,313,546.67, starting 10 April 2026. This leaves at least IDR 11,878,300 available."
request_184,15254.983333333323,not_affordable,not_recommended,none,,none,"Do not proceed with the INR 251,900 request. Although INR 15,254.98 is available today, the full amount cannot be completed safely within 90 days."
request_185,375.90666666666675,affordable_later,wait,2026-01-15:1257.30,2026-01-15,none,"Pay EUR 1,257.30 in full on 15 January 2026. Paying earlier would take the balance below the EUR 1,300.00 minimum."
request_186,2423.353333333347,not_affordable,not_recommended,none,,none,"Do not proceed with the ZAR 26,554 request. Although ZAR 2,423.35 is available today, the full amount cannot be completed safely within 90 days."
request_187,37760.67333333334,affordable_later,wait,2024-11-15:187500,2024-11-15,none,"Pay INR 187,500 in full on 15 November 2024. Paying earlier would take the balance below the INR 128,300 minimum."
request_188,67.21666666666545,not_affordable,not_recommended,none,,none,"Do not proceed with the EUR 2,464.00 request. Although EUR 67.22 is available today, the full amount cannot be completed safely within 90 days."
request_189,488.4,affordable_now,full_payment,2026-07-04:488.40,2026-07-04,none,Pay EUR 488.40 today. This leaves at least EUR 400.00 available over the next 90 days.
request_190,562.4266666666672,affordable_later,wait,2025-02-15:2557.50,2025-02-15,none,"Pay EUR 2,557.50 in full on 15 February 2025. Paying earlier would take the balance below the EUR 1,600.00 minimum."
request_191,664.4,affordable_now,full_payment,2025-05-03:664.40,2025-05-03,none,Pay EUR 664.40 today. This leaves at least EUR 500.00 available over the next 90 days.
request_192,204.25666666666666,not_affordable,not_recommended,none,,none,"Do not proceed with the USD 2,046.00 request. Although USD 204.26 is available today, the full amount cannot be completed safely within 90 days."
request_193,31.64666666666676,affordable_with_plan,installments,2024-03-21:420.23|2024-04-21:420.23|2024-05-22:420.23,2024-05-15,none,"Use 3 installments of EUR 420.23, starting 21 March 2024. This leaves at least EUR 1,000.00 available."
request_194,49794.82999999999,affordable_later,wait,2025-08-15:132800,2025-08-15,none,"Pay INR 132,800 in full on 15 August 2025. Paying earlier would take the balance below the INR 113,600 minimum."
request_195,1074.8733333333332,affordable_with_plan,installments,2026-01-09:405.74|2026-02-08:405.74|2026-03-10:405.74,2026-01-15,none,"Use 3 installments of EUR 405.74, starting 9 January 2026. This leaves at least EUR 700.00 available."
request_196,762.3,affordable_now,full_payment,2024-06-03:762.30,2024-06-03,none,Pay EUR 762.30 today. This leaves at least EUR 500.00 available over the next 90 days.
request_197,0.0,not_affordable,not_recommended,none,,none,"Do not make this payment by 21 January 2026. None of the available options keeps the IDR 26,245,900 minimum protected."
request_198,185800.0,affordable_now,full_payment,2026-07-07:185800,2026-07-07,none,"Pay INR 185,800 today. This leaves at least INR 124,300 available over the next 90 days."
request_199,23674000.0,affordable_with_plan,installments,2024-09-07:8206986.67|2024-10-08:8206986.67|2024-11-08:8206986.67,2024-09-04,none,"Use 3 installments of IDR 8,206,986.67, starting 7 September 2024. This leaves at least IDR 25,359,500 available."
request_200,21717000.0,affordable_now,full_payment,2025-02-06:21717000,2025-02-06,none,"Pay IDR 21,717,000 today. This leaves at least IDR 20,114,600 available over the next 90 days."
request_201,23997000.0,affordable_now,full_payment,2026-04-03:23997000,2026-04-03,none,"Pay IDR 23,997,000 today. This leaves at least IDR 17,304,500 available over the next 90 days."
request_202,123900.0,affordable_now,full_payment,2024-12-05:123900,2024-12-05,none,"Pay INR 123,900 today. This leaves at least INR 147,800 available over the next 90 days."
request_203,1442.1,affordable_with_plan,installments,2025-05-10:499.93|2025-06-07:499.93|2025-07-05:499.93,2025-05-07,none,"Use 3 installments of EUR 499.93, starting 10 May 2025. This leaves at least EUR 1,400.00 available."
request_204,579.3600000000008,affordable_later,wait,2026-01-15:588.74,2026-01-15,none,"Pay EUR 588.74 in full on 15 January 2026. Paying earlier would take the balance below the EUR 1,300.00 minimum."
request_205,10621000.0,affordable_now,full_payment,2024-03-06:10621000,2024-03-06,none,"Pay IDR 10,621,000 today. This leaves at least IDR 13,994,300 available over the next 90 days."
request_206,1404.7,affordable_with_plan,installments,2025-08-03:486.96|2025-08-31:486.96|2025-09-28:486.96,2025-08-03,none,"Use 3 installments of EUR 486.96, starting 3 August 2025. This leaves at least EUR 900.00 available."
request_207,5902.109999999997,affordable_later,wait,2026-07-15:11830,2026-07-15,none,"Pay ZAR 11,830 in full on 15 July 2026. Paying earlier would take the balance below the ZAR 13,600 minimum."
request_208,3732621.2699999996,affordable_later,wait,2024-06-15:4413000,2024-06-15,none,"Pay IDR 4,413,000 in full on 15 June 2024. Paying earlier would take the balance below the IDR 10,470,700 minimum."
request_209,3022.2333333333336,not_affordable,not_recommended,none,,none,"Do not proceed with the ZAR 56,914 request. Although ZAR 3,022.23 is available today, the full amount cannot be completed safely within 90 days."
request_210,1133.9499999999998,affordable_with_plan,installments,2026-04-06:471.48|2026-05-04:471.48|2026-06-01:471.48,2026-04-15,none,"Use 3 installments of USD 471.48, starting 6 April 2026. This leaves at least USD 2,000.00 available."
request_211,296.7799999999995,affordable_later,wait,2024-11-15:1788.60,2024-11-15,none,"Pay EUR 1,788.60 in full on 15 November 2024. Paying earlier would take the balance below the EUR 1,500.00 minimum."
request_212,9485166.903333336,not_affordable,not_recommended,none,2025-03-15,none,"Do not proceed with the IDR 71,934,000 request. Although IDR 9,485,166.90 is available today, the full amount cannot be completed safely within 90 days."
request_213,3362.4,affordable_with_plan,installments,2026-01-21:1165.63|2026-02-20:1165.63|2026-03-22:1165.63,2026-01-07,none,"Use 3 installments of USD 1,165.63, starting 21 January 2026. This leaves at least USD 2,100.00 available."
request_214,53651.99333333332,affordable_with_plan,installments,2024-12-04:36270|2025-01-01:36270,2024-12-15,none,"Use 2 installments of INR 36,270, starting 4 December 2024. This leaves at least INR 174,900 available."
request_215,29986.0,affordable_with_plan,installments,2025-05-09:10395.15|2025-06-06:10395.15|2025-07-04:10395.15,2025-05-06,none,"Use 3 installments of ZAR 10,395.15, starting 9 May 2025. This leaves at least ZAR 15,700 available."
request_216,586.8266666666668,affordable_later,wait,2026-09-15:3332.40,2026-09-15,none,"Pay USD 3,332.40 in full on 15 September 2026. Paying earlier would take the balance below the USD 1,800.00 minimum."
request_217,20629.373333333322,affordable_with_plan,installments,2024-03-19:12889.07|2024-04-19:12889.07|2024-05-20:12889.07,2024-05-15,none,"Use 3 installments of ZAR 12,889.07, starting 19 March 2024. This leaves at least ZAR 26,800 available."
request_218,26332000.143333323,affordable_with_plan,installments,2025-08-07:21195893.33|2025-09-04:21195893.33|2025-10-02:21195893.33,2025-09-15,none,"Use 3 installments of IDR 21,195,893.33, starting 7 August 2025. This leaves at least IDR 34,477,200 available."
request_219,780.7800000000004,affordable_with_plan,installments,2026-04-07:580.01|2026-05-07:580.01|2026-06-06:580.01,2026-05-15,none,"Use 3 installments of EUR 580.01, starting 7 April 2026. This leaves at least EUR 1,100.00 available."
request_220,56.73000000000002,not_affordable,not_recommended,none,,none,"Do not proceed with the EUR 3,118.50 request. Although EUR 56.73 is available today, the full amount cannot be completed safely within 90 days."
request_221,109800.0,affordable_now,full_payment,2025-11-03:109800,2025-11-03,none,"Pay INR 109,800 today. This leaves at least INR 81,500 available over the next 90 days."
request_222,34078.0,affordable_now,full_payment,2026-01-05:34078,2026-01-05,none,"Pay ZAR 34,078 today. This leaves at least ZAR 27,300 available over the next 90 days."
request_223,898.7,affordable_now,full_payment,2024-09-07:898.70,2024-09-07,none,Pay EUR 898.70 today. This leaves at least EUR 800.00 available over the next 90 days.
request_224,9649339.799999997,affordable_with_plan,installments,2025-02-04:5370040|2025-03-04:5370040,2025-02-15,none,"Use 2 installments of IDR 5,370,040, starting 4 February 2025. This leaves at least IDR 22,187,600 available."
request_225,11718050.74333334,affordable_with_plan,installments,2026-07-20:7647120|2026-08-19:7647120|2026-09-18:7647120,2026-08-15,none,"Use 3 installments of IDR 7,647,120, starting 20 July 2026. This leaves at least IDR 17,670,700 available."
request_226,157000.0,affordable_now,full_payment,2024-12-03:157000,2024-12-03,none,"Pay INR 157,000 today. This leaves at least INR 209,400 available over the next 90 days."
request_227,10377.339999999997,not_affordable,not_recommended,none,,none,"Do not proceed with the INR 259,700 request. Although INR 10,377.34 is available today, the full amount cannot be completed safely within 90 days."
request_228,1175630.3733333312,not_affordable,not_recommended,none,,none,"Do not proceed with the IDR 63,327,000 request. Although IDR 1,175,630.37 is available today, the full amount cannot be completed safely within 90 days."
request_229,557.7266666666667,affordable_with_plan,installments,2024-03-18:529.29|2024-04-18:529.29|2024-05-19:529.29,2024-05-15,none,"Use 3 installments of EUR 529.29, starting 18 March 2024. This leaves at least EUR 1,000.00 available."
request_230,3537.6,affordable_now,full_payment,2025-08-06:3537.60,2025-08-06,none,"Pay EUR 3,537.60 today. This leaves at least EUR 2,000.00 available over the next 90 days."
request_231,31999.653333333335,affordable_with_plan,installments,2026-01-06:12378.08|2026-02-05:12378.08|2026-03-07:12378.08,2026-01-15,none,"Use 3 installments of ZAR 12,378.08, starting 6 January 2026. This leaves at least ZAR 24,300 available."
request_232,514.0000000000018,not_affordable,not_recommended,none,,none,"Do not proceed with the EUR 1,970.10 request. Although EUR 514.00 is available today, the full amount cannot be completed safely within 90 days."
request_233,0.0,not_affordable,not_recommended,none,,none,"Do not make this payment by 17 December 2025. None of the available options keeps the IDR 10,365,700 minimum protected."
request_234,266.60333333333347,affordable_later,wait,2026-08-15:1213.30,2026-08-15,none,"Pay EUR 1,213.30 in full on 15 August 2026. Paying earlier would take the balance below the EUR 700.00 minimum."
request_235,967.2,affordable_now,full_payment,2024-09-06:967.20,2024-09-06,none,Pay USD 967.20 today. This leaves at least USD 700.00 available over the next 90 days.
request_236,7524621.126666665,not_affordable,not_recommended,none,,none,"Do not proceed with the IDR 52,383,000 request. Although IDR 7,524,621.13 is available today, the full amount cannot be completed safely within 90 days."
request_237,23826000.0,affordable_now,full_payment,2026-04-05:23826000,2026-04-05,none,"Pay IDR 23,826,000 today. This leaves at least IDR 22,431,500 available over the next 90 days."
request_238,663.6,affordable_with_plan,installments,2024-12-07:230.05|2025-01-07:230.05|2025-02-07:230.05,2024-12-07,none,"Use 3 installments of USD 230.05, starting 7 December 2024. This leaves at least USD 700.00 available."
request_239,642.0,affordable_now,full_payment,2025-05-04:642.00,2025-05-04,none,Pay USD 642.00 today. This leaves at least USD 600.00 available over the next 90 days.
request_240,14154.573333333334,not_affordable,not_recommended,none,,none,"Do not proceed with the INR 101,200 request. Although INR 14,154.57 is available today, the full amount cannot be completed safely within 90 days."
request_241,21052000.0,affordable_with_plan,installments,2024-03-17:7298026.67|2024-04-17:7298026.67|2024-05-18:7298026.67,2024-03-03,none,"Use 3 installments of IDR 7,298,026.67, starting 17 March 2024. This leaves at least IDR 19,252,000 available."
request_242,24.403333333333535,not_affordable,not_recommended,none,,none,"Do not proceed with the EUR 1,966.80 request. Although EUR 24.40 is available today, the full amount cannot be completed safely within 90 days."
request_243,17468.0,affordable_now,full_payment,2026-07-07:17468,2026-07-07,none,"Pay ZAR 17,468 today. This leaves at least ZAR 19,900 available over the next 90 days."
request_244,49918.0,affordable_now,full_payment,2024-06-04:49918,2024-06-04,none,"Pay ZAR 49,918 today. This leaves at least ZAR 45,900 available over the next 90 days."
request_245,30186.553333333344,affordable_later,wait,2026-01-15:128500,2026-01-15,none,"Pay INR 128,500 in full on 15 January 2026. Paying earlier would take the balance below the INR 94,600 minimum."
request_246,64086.0,affordable_with_plan,installments,2026-04-03:22216.48|2026-05-03:22216.48|2026-06-02:22216.48,2026-04-03,none,"Use 3 installments of ZAR 22,216.48, starting 3 April 2026. This leaves at least ZAR 39,300 available."
request_247,1059.3,affordable_now,full_payment,2024-09-05:1059.30,2024-09-05,none,"Pay EUR 1,059.30 today. This leaves at least EUR 1,300.00 available over the next 90 days."
request_248,1059.3,affordable_with_plan,partial_payment,2025-02-07:1059.30|2025-03-15:906.30,2025-03-15,none,"Pay USD 1,059.30 today and the remaining USD 906.30 on 15 March 2025. This completes the full request and keeps the USD 1,300.00 minimum protected."
request_249,186.37666666666655,not_affordable,not_recommended,none,,none,"Do not proceed with the USD 643.20 request. Although USD 186.38 is available today, the full amount cannot be completed safely within 90 days."
request_250,15733.176666666666,not_affordable,not_recommended,none,,none,"Do not proceed with the ZAR 124,278 request. Although ZAR 15,733.18 is available today, the full amount cannot be completed safely within 90 days."
request_251,1513.6,not_affordable,not_recommended,none,2025-05-03,none,"Do not make this payment by 6 June 2025. Although the full amount is financially safe today, no eligible payment method is accepted by the user."
request_252,6842289.446666669,affordable_later,wait,2026-08-15:28082000,2026-08-15,none,"Pay IDR 28,082,000 in full on 15 August 2026. Paying earlier would take the balance below the IDR 15,152,200 minimum."
request_253,1450.4300000000003,affordable_with_plan,installments,2024-03-21:984.60|2024-04-21:984.60|2024-05-22:984.60,2024-05-15,none,"Use 3 installments of EUR 984.60, starting 21 March 2024. This leaves at least EUR 2,300.00 available."
request_254,776.1100000000001,affordable_later,wait,2025-09-15:3535.20,2025-09-15,none,"Pay USD 3,535.20 in full on 15 September 2025. Paying earlier would take the balance below the USD 2,500.00 minimum."
request_255,3345000.0,affordable_now,full_payment,2026-04-06:3345000,2026-04-06,none,"Pay IDR 3,345,000 today. This leaves at least IDR 9,813,900 available over the next 90 days."
request_256,151000.40666666668,affordable_with_plan,installments,2024-06-10:75816|2024-07-11:75816|2024-08-11:75816,2024-07-15,none,"Use 3 installments of INR 75,816, starting 10 June 2024. This leaves at least INR 168,600 available."
request_257,412.3133333333328,affordable_later,wait,2026-01-15:1352.40,2026-01-15,none,"Pay USD 1,352.40 in full on 15 January 2026. Paying earlier would take the balance below the USD 1,600.00 minimum."
request_258,1113.6,affordable_now,full_payment,2026-01-07:1113.60,2026-01-07,none,"Pay USD 1,113.60 today. This leaves at least USD 500.00 available over the next 90 days."
request_259,247.9899999999999,affordable_later,wait,2024-11-15:935.00,2024-11-15,none,Pay EUR 935.00 in full on 15 November 2024. Paying earlier would take the balance below the EUR 600.00 minimum.
request_260,7511860.236666668,not_affordable,not_recommended,none,,none,"Do not proceed with the IDR 52,079,000 request. Although IDR 7,511,860.24 is available today, the full amount cannot be completed safely within 90 days."
request_261,1830.4,affordable_now,full_payment,2026-07-03:1830.40,2026-07-03,none,"Pay EUR 1,830.40 today. This leaves at least EUR 1,500.00 available over the next 90 days."
request_262,0.0,not_affordable,not_recommended,none,,none,"Do not make this payment by 24 January 2025. None of the available options keeps the IDR 31,018,500 minimum protected."
request_263,7995.0333333333365,not_affordable,not_recommended,none,,none,"Do not proceed with the ZAR 51,546 request. Although ZAR 7,995.03 is available today, the full amount cannot be completed safely within 90 days."
request_264,26499.76999999999,affordable_later,wait,2026-05-15:111300,2026-05-15,none,"Pay INR 111,300 in full on 15 May 2026. Paying earlier would take the balance below the INR 59,500 minimum."
request_265,36149.07666666643,affordable_with_plan,full_payment,2024-03-06:45970,,stop:event_24385,"Stop the community fitness plan, then pay INR 45,970 today. This leaves at least INR 189,700 available."
request_266,837.1333333333334,affordable_with_plan,installments,2025-08-03:324.13|2025-08-31:324.13|2025-09-28:324.13,2025-08-15,none,"Use 3 installments of EUR 324.13, starting 3 August 2025. This leaves at least EUR 900.00 available."
request_267,1728.6566666666668,affordable_with_plan,installments,2026-01-08:667.33|2026-02-07:667.33|2026-03-09:667.33,2026-01-15,none,"Use 3 installments of EUR 667.33, starting 8 January 2026. This leaves at least EUR 1,500.00 available."
request_268,1044.5100000000002,affordable_with_plan,installments,2024-06-14:841.22|2024-07-15:841.22|2024-08-15:841.22,2024-07-15,none,"Use 3 installments of EUR 841.22, starting 14 June 2024. This leaves at least EUR 1,400.00 available."
request_269,9891.120000000003,affordable_later,wait,2025-12-15:15490,2025-12-15,none,"Pay ZAR 15,490 in full on 15 December 2025. Paying earlier would take the balance below the ZAR 23,100 minimum."
request_270,181.27666666666687,not_affordable,not_recommended,none,2026-09-15,none,"Do not proceed with the USD 3,028.80 request. Although USD 181.28 is available today, the full amount cannot be completed safely within 90 days."
request_271,18197.536666666667,affordable_later,wait,2024-10-15:91300,2024-10-15,none,"Pay INR 91,300 in full on 15 October 2024. Paying earlier would take the balance below the INR 58,200 minimum."
request_272,5840060.996666666,affordable_with_plan,installments,2025-02-12:4709466.67|2025-03-12:4709466.67|2025-04-09:4709466.67,2025-03-15,none,"Use 3 installments of IDR 4,709,466.67, starting 12 February 2025. This leaves at least IDR 7,508,600 available."
request_273,10893186.713333335,affordable_with_plan,installments,2026-04-07:5498480|2026-05-05:5498480|2026-06-02:5498480,2026-04-15,none,"Use 3 installments of IDR 5,498,480, starting 7 April 2026. This leaves at least IDR 18,774,600 available."
request_274,2425.4366666666674,affordable_with_plan,installments,2024-12-04:940.75|2025-01-04:940.75|2025-02-04:940.75,2024-12-15,none,"Use 3 installments of EUR 940.75, starting 4 December 2024. This leaves at least EUR 1,800.00 available."
request_275,15884000.0,affordable_now,full_payment,2025-05-06:15884000,2025-05-06,none,"Pay IDR 15,884,000 today. This leaves at least IDR 12,760,100 available over the next 90 days."
